nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",11,2023,11,2023," ","Contratação de empresa para execução de serviços de borracharia para a frota da CIRETRAN de Criciúma/SC, para o ano de 2023, convênio PMC SSP Trânsito.","Dispensa de licitação","Compras e Serviços","MENOR PRECO GLOBAL",2023-01-20,HOMOLOGADO," "," "," "," ",2023-01-20T08:00:00Z," ",2023-01-20,2023-01-20," "," ","documentosRelacionados_a5265de5-a0e9-4b0a-ae45-e8d34cea4be4.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação",2023-01-20T08:00:00Z,"itensVencedores_bc84498f-6da1-4496-b5ac-c4c5084c2d15.csv"," ",,," ","participantes_45c18b67-fe9e-4554-9bba-416f3157f145.csv",NÃO," ",2023-01-20T08:00:00Z,"Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",179,2023,179,2023," ","Aquisição de caderno pedagógico que prevê o estudo dos símbolos nacionais para os alunos e os professores, para uso nas escolas Rede Municipal de Ensino de Criciúma/SC.","Inexigibilidade de licitação","Compras e Serviços","MAIOR DESCONTO SOBRE TABELA",2023-07-12,HOMOLOGADO," "," "," "," ",2023-07-12T08:00:00Z," ",2023-06-09,2023-07-12," "," ","documentosRelacionados_6816b84a-166f-4817-b26b-00f660144c96.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-07-12T08:00:00Z,"itensVencedores_45dae3b0-b109-4a22-a226-2a3d9fae28c8.csv"," ",,," ","participantes_059c83fa-c310-48e6-96a8-610b3f844bf1.csv",NÃO," ",2023-07-12T08:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",119,2023,119,2023,2023-05-18,"Contratação de empresa do ramo pertinente, para execução dos serviços necessários à realização das obras de reforma da SALA DE OPERAÇÕES DO 9º BATALHÃO DE POLICIA MILITAR – CRICIUMA, com área total de 89,22m², localizado no bairro Jardim Maristela - no município de Criciúma-SC.","Tomada de preços",Compras,"MENOR PRECO"," ",REVOGADO," "," "," "," ",2023-06-06T14:00:00Z," ",2023-04-11,2023-06-06,2023-06-06," ","documentosRelacionados_2b0e9f64-b279-4242-b12f-38bf1583e78f.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Tomada de preços",2023-04-11T00:00:00Z," ",INTERNET,"Licitação fracassada","Licitação fracassada"," ","participantes_bf2a1d86-bc91-4473-8175-b4270f7b4013.csv",NÃO," ",2023-06-06T14:00:00Z,"Lei 8666/1993, Art. 22, II"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",74,2023,74,2023," ","Contratação de empresa especializada para prestação de serviços técnicos profissionais especializados de consultoria jurídica nas áreas de recuperação e incrementos dos repasses de royalties feitos pela ANP – Agência Nacional de Petróleo, Gás Natural e Biocombustíveis,, com fundamento nas ieis n° 7990/89 e 9478/97.","Inexigibilidade de licitação",Compras,"MENOR PRECO POR ITEM",2023-03-27,HOMOLOGADO," "," "," "," ",2023-03-27T08:00:00Z," ",2023-03-27,2023-03-27," "," ","documentosRelacionados_dd10baa6-d7b2-4949-8cd2-628de99f4466.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Inexigibilidade de licitação",2023-03-27T08:00:00Z,"itensVencedores_69c8eb04-80c2-44ef-911a-47f1e9123609.csv"," ",,," ","participantes_e9c9585d-a921-4652-a923-79e712c4b9c5.csv",NÃO," ",2023-03-27T08:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",168,2023,168,2023," ","Realização de palestra com o tema “A Alegria Escrita”, como parte da programação da XVI FEIRA DO LIVRO DE CRICIÚMA 2023, a ser realizada na Praça Nereu Ramos – centro do Município de Criciúma-SC.","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO",2023-07-05,HOMOLOGADO," "," "," "," ",2023-07-05T08:00:00Z," ",2023-06-16,2023-07-05," "," ","documentosRelacionados_42791865-c838-44de-a149-1dd85a212c09.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-06-16T08:00:00Z,"itensVencedores_f89a7ace-9456-4b78-87cc-f4a8c9863484.csv"," ",,," ","participantes_e7c5e2f3-3cac-42de-b5a1-9429873ddd32.csv",NÃO," ",2023-07-05T08:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",87,2023,87,2023," ","Contratação de empresa para aquisição material gráfico para campanhas educativas de trânsito da CIRETRAN e da Polícia Civil (Maio Amarelo, Semana do Trânsito, Outubro Rosa, Dia das Crianças, Violência Contra a Mulher, Criança, Adolescente e Idoso, etc) para distribuição e colocação nas unidades policiais da 6ªDRP/CIRETRAN de Criciúma/SC, conforme planilha orçamentária em anexo, para o período de março à dezembro de 2023, com recursos do Convênio de Trânsito PMC/CONTA/CONVÊNIO/SSP/TRÂNSITO DA POL","Dispensa de licitação",Compras,"MENOR PRECO GLOBAL",2023-04-05,HOMOLOGADO," "," "," "," ",2023-04-05T08:00:00Z," ",2023-04-05,2023-04-05," "," ","documentosRelacionados_2cf57d0b-10f8-418e-a35f-4541dcda5ae7.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação",2023-04-05T08:00:00Z,"itensVencedores_b36f09c0-ecf0-49f3-bc04-297d8e07aa38.csv"," ",,," ","participantes_8eb29a7f-e49a-406f-8bca-366877b5d165.csv",NÃO," ",2023-04-05T08:00:00Z,"Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",129,2023,129,2023,2023-06-02,"Contratação de empresa do ramo pertinente para execução, SOB DEMANDA, dos serviços necessários à realização de sondagem à percussão (SPT) e rotativa para análise do solo em obras do município de Criciúma-SC.","Tomada de preços","Compras e Serviços","MENOR PRECO"," ",DESERTO," "," "," "," ",2023-06-20T09:00:00Z," ",2023-04-20,2023-06-20," "," ","documentosRelacionados_d2b05348-2ff6-42d2-875d-4baa71684bc5.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-04-20T08:00:00Z," ",INTERNET,,," "," ",NÃO," ",2023-06-20T09:00:00Z,"Lei 8666/1993, Art. 22, II"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",145,2023,145,2023," ","Contratação de empresa especializada para realização de serviços de assessoria de imprensa e comunicação institucional do 4º batalhão do bombeiro militar de Criciúma.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2023-06-14,HOMOLOGADO," "," "," "," ",2023-06-14T08:00:00Z," ",2023-06-14,2023-06-14," "," ","documentosRelacionados_6e9caab1-0afb-43c8-9b5e-40919dec767b.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-06-14T08:00:00Z,"itensVencedores_a4a49d65-ffcc-46e5-959b-fa20f06ec678.csv"," ",,," ","participantes_4e9b6c2c-5f6b-4e55-bdae-d9d39d7b8a63.csv",NÃO," ",2023-06-14T08:00:00Z,"Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",72,2023,72,2023," ","Contratação de empresa especializada na prestação de serviços gerenciamento, publicação e atualização das novas legislações geradas pelo Município de Criciúma, manutenção dos sistemas de pesquisa das normas, acesso aos recursos e ferramentas exclusivas do portal Leis Municipais.","Inexigibilidade de licitação",Compras,"MENOR PRECO",2023-03-22,HOMOLOGADO," "," "," ","contratos_7c03b23d-6eda-464b-8665-5a42c9dfec6e.csv",2023-03-22T08:00:00Z," ",2023-02-07,2023-03-22," "," ","documentosRelacionados_b79b0693-0d8c-4d80-9a6a-8d8fc051ab5a.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Inexigibilidade de licitação",2023-03-22T08:00:00Z,"itensVencedores_cf7c3b74-28c7-439f-bf89-870f22b804f0.csv"," ",,," ","participantes_75e9b50d-e6cd-4dc0-b9c2-764a696b67a1.csv",NÃO," ",2023-03-22T08:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",146,2023,146,2023,2023-06-16,"Contratação de empresa do ramo pertinente para execução dos serviços necessários à realização das obras de ampliação de 117,22 m² do prédio do CENTRO COMUNITÁRIO DO BAIRRO SÃO CRISTÓVÃO - Município de Criciúma-SC.","Tomada de Preço","Compras e Serviços","MENOR PRECO GLOBAL",2023-08-01,HOMOLOGADO," "," "," "," ",2023-07-04T09:00:00Z," ",2023-05-19,2023-07-04," "," ","documentosRelacionados_9b90107b-2cfb-4a1a-8987-47a99e1a81ed.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-05-19T08:00:00Z,"itensVencedores_833616f4-1468-44a0-a986-99ddeedadac8.csv",INTERNET,,," ","participantes_9e3fab1e-58f2-47db-8d83-5ff57c8161be.csv",NÃO," ",2023-07-04T09:00:00Z,"Lei 8666/1993, Art. 22, II"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",142,2023,142,2023,2023-06-13,"Contratação de empresa do ramo pertinente, para execução dos serviços necessários à realização das obras de construção do prédio da SEDE DO CENTRO ESPORTIVO DO BAIRRO SANTA LUZIA, com área total de 297,50m², na avenida Catarinense - município de Criciúma-SC.","Tomada de preços","Compras e Serviços","MENOR PRECO GLOBAL",2023-08-01,HOMOLOGADO," "," "," "," ",2023-06-29T14:00:00Z," ",2023-05-17,2023-06-29," "," ","documentosRelacionados_8ec37d13-9593-459c-b817-2f032d129e70.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-05-17T08:00:00Z,"itensVencedores_908e77dc-30de-4ac2-961b-5d6621bb1e30.csv",INTERNET,,," ","participantes_1521d5e9-fa41-4aa4-8c7d-63f4af24eb03.csv",NÃO," ",2023-06-29T14:00:00Z,"Lei 8666/1993, Art. 22, II"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",161,2023,161,2023,2023-06-29,"Contratação de Organização da Sociedade Civil para planejar, organizar, coordenar e acompanhar a realização da “Feira do Agronegócio e Agricultura Familiar e Exposição Estadual de Animais – AGROPONTE”, a ser realizada entre os dias 16 à 20 de agosto de 2023 no Município de Criciúma-SC.","CHAMADA PÚBLIBLICA","Compras e Serviços","MENOR PRECO GLOBAL",2023-08-01,HOMOLOGADO," "," "," "," ",2023-07-31T14:00:00Z," ",2023-06-20,2023-07-31," "," ","documentosRelacionados_1fcd02b0-584a-4a49-8b0b-d7ccdcd31d12.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-06-20T08:00:00Z,"itensVencedores_36748997-3889-4654-a04b-f7e79f4f3c87.csv",INTERNET,,," ","participantes_25d2505a-d504-4f17-8fdf-76edefa30dfa.csv",NÃO," ",2023-07-31T14:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",235,2023,235,2023," ","Contratação de serviços técnicos especializados na elaboração, SOB DEMANDA, de projetos ambientais, incluindo projeto de Recuperação de área degradada (PRAD), relatório ambiental prévio (RAP), estudo ambiental simplificado (EAS), estudo de impacto ambiental e relatório de impacto ambiental (EIA/RIMA) e relatório de monitoramento ambiental.","Dispensa de licitação","Compras e Serviços","MENOR PRECO GLOBAL",2023-09-18,HOMOLOGADO," "," "," "," ",2023-09-18T08:00:00Z," ",2023-08-28,2023-09-18," "," ","documentosRelacionados_1cda9f0f-08aa-4195-91f6-7b656642014f.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2023-09-18T08:00:00Z,"itensVencedores_295af806-0639-4cf1-ad67-54d3063fede5.csv"," ",,," ","participantes_8ec300cf-916d-450f-bcf2-c9459ba8bea4.csv",NÃO," ",2023-09-18T08:00:00Z,"Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",69,2023,69,2023," ","Alienação/venda de 01 (um) imóvel público, localizado no Bairro Laranjinha - Loteamento Residencial Vila Verde, com área de 4.674,62m² - matrícula 128892, de propriedade do município, não de uso e inservíveis a administração pública municipal de Criciúma-SC.","Dispensa de licitação",Compras,"MAIOR VALOR DA OUTORGA",2023-03-20,HOMOLOGADO," "," "," "," ",2023-03-20T08:00:00Z," ",2023-02-17,2023-03-20," "," "," ","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação",2023-03-20T08:00:00Z,"itensVencedores_56e0441f-54c0-4220-ad90-c58462db055c.csv"," ",,," ","participantes_8831df17-f5ec-49fe-ab07-aa1155f98f1b.csv",NÃO," ",2023-03-20T08:00:00Z,"Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",68,2023,68,2023," ","Alienação/venda de 01 (um) imóvel público, localizado no Bairro Rio Maina - Loteamento Jardim das Acácias, com área de 2.842,20m² - matrícula 129082, de propriedade do município, não de uso e inservíveis a administração pública municipal de Criciúma-SC.","Dispensa de licitação",Compras,"MAIOR VALOR DA OUTORGA",2023-03-20,HOMOLOGADO," "," "," "," "," "," ",2023-03-20,," "," ","documentosRelacionados_be25f577-0024-4ed5-b97a-230b32e5138b.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação"," ","itensVencedores_0c847eaa-5fbe-4aae-9d0b-3d1495af754b.csv"," ",,," ","participantes_0857ba52-f171-450b-8178-a908a44da9a1.csv",NÃO," "," ","Lei 8666/1993, Art. 17, I.a"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",67,2023,67,2023," ","Alienação/venda de 01 (um) imóvel público, localizado no Distrito de Rio Maina/Bairro Vila Macarini - Loteamento Vila Bergamo, com área de 1.002,87m² - matrícula 134.141, de propriedade do município, não de uso e inservíveis a administração pública municipal de Criciúma-SC.","Dispensa de licitação",Compras,"MAIOR VALOR DA OUTORGA",2023-03-20,HOMOLOGADO," "," "," "," "," "," ",2023-03-20,," "," ","documentosRelacionados_b0eefeee-3f3b-4255-add7-6a7cfcc53db8.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação"," ","itensVencedores_7c54096f-a751-4490-8e17-7448ca656cca.csv"," ",,," ","participantes_6cf9aa2d-22cb-45d9-a35b-f5442abf4177.csv",NÃO," "," ","Lei 8666/1993, Art. 17, I.a"," "," "
