nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",36,2017,36,2017,2017-03-30,"Contratação de empresa para realizar, por demanda, serviços de  manutenção preventiva e corretiva em máquinas roçadeiras e motosseras  pertencentes ao patrimônio do  município de Criciúma/SC",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-06-01,HOMOLOGADO," "," "," ","contratos_615837af-a94c-4a70-b993-11fd8d756db2.csv",2017-05-22T11:00:00Z," ",2017-03-22,2017-05-22," ","despesas_d68580a9-28c5-4c3d-8205-846f8c54b87c.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-05-22T08:00:00Z,"itensVencedores_a44f61f1-7b65-4730-a532-5e69e6f1ddba.csv",MURAL_PUBLICO,,," ","participantes_4d7af6c4-5e40-4315-b128-557566ab3aba.csv",NÃO," ",2017-05-22T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",12,2017,12,2017,2017-03-03,"Registro de preços de combustíveis (óleo diesel S500, óleo diesel S10 e gasolina comum), para aquisições futuras, no atendimento a frota de veículos e equipamentos do Município de Criciúma, Secretaria de Educação, Fundo Municipal de Saúde, Fundo Municipal de Assistência Social, Fundação municipal de Esportes, Fundação Cultural, Fundação de Meio Ambiente de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2017-03-16,HOMOLOGADO," ","atasRegistroPrecos_c071ae59-dcba-4002-8d27-241f82560a6f.csv"," "," ",2017-03-16T09:01:00Z," ",2017-03-02,2017-03-16," ","despesas_8cfe6626-27ea-4980-95c3-812562090c35.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2017-03-16T09:00:00Z,"itensVencedores_11fca85b-3fd1-445d-a566-e4b86f88b5a8.csv",INTERNET,,," ","participantes_eae9f5e1-2df7-47bc-a191-912b64001b23.csv",SIM," ",2017-03-16T09:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",17,2017,17,2017,2017-03-08,"contratação de empresa especializada na execução de serviços de limpeza, incluindo desinfecção, de caixas dágua das escolas da rede municipal de ensino e demais órgãos pertencentes e de responsabilidade da Secretaria Municipal de Educação do município de Criciúma/SC",Convite,"Contratação de serviços","MENOR PRECO GLOBAL",2017-04-25,HOMOLOGADO," "," "," ","contratos_5d162562-4c54-4928-9112-0df7740e38ba.csv",2017-04-10T09:00:00Z," ",2017-03-08,2017-04-10," ","despesas_45ebbdd2-11c7-4d33-b1bd-0f9f2991ae1b.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-10T08:00:00Z,"itensVencedores_f22dfa9a-7359-4269-918d-8ec98bd7d44d.csv",MURAL_PUBLICO,,," ","participantes_ceba9aca-5503-461e-9991-7ab018fcdc9f.csv",NÃO," ",2017-04-10T08:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",18,2017,16,2017,2017-03-08,"Aquisição de Cal e pó xadrez para pintura de meio-fios em vias e demais logradouros públicos, com entrega parcelada durante o período de 2017.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-04-07,HOMOLOGADO," "," "," ","contratos_7c17babc-b951-4a7d-a05c-618dcce96b73.csv",2017-03-27T09:00:00Z," ",2017-03-08,2017-03-27," ","despesas_a165837f-dc38-41f2-bf44-a4e41105a09d.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite," ","itensVencedores_719d763c-9f88-42d4-b075-42797b79a073.csv",INTERNET,,," ","participantes_881d778f-8619-44e8-8349-1d43099232a7.csv",NÃO," "," ","Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",23,2017,23,2017,2017-03-22,"Contratação de empresa, INSTITUTO BARRIGA VERDE, para realização de Porcesso Seletivo Público Simplificado, destinado a selecionarem profissionais (monitores) para o Sistema de Estacionamento Rotativo, para atender a necessidade de contratação temporária de excepcional interesse público no âmbito da Diretoria de Trânsito e Transporte do Município de Criciúma.","Dispensa de licitação","Contratação de serviços","MENOR PRECO",2017-03-22,HOMOLOGADO," "," "," ","contratos_ace5eef7-5876-4564-9742-b36add50caa8.csv",2017-03-22T08:00:00Z," ",2017-03-20,2017-03-22," ","despesas_99578530-3800-49e3-ab06-218af51b0645.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação",2017-03-20T08:00:00Z,"itensVencedores_817e6c08-1b18-4da9-8280-b09fc56d4715.csv",INTERNET,,," ","participantes_62a8e819-6676-4ddd-891d-07446762df7d.csv",NÃO," ",2017-03-20T08:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",24,2017,24,2017,2017-06-08,"Contratação de empresa especializada para execução dos serviços necessários à instalação de esquadrias (vidros e janelas), guarda-corpo e corrimão, concernentes as obras de recuperação e restauração do edifício sede da administração municipal de Criciúma - Paço Municipal Marcos Rovaris, localizado na rua Domênico Sônego nº. 542 - bairro Pinheirinho no Município de Criciúma-SC. (Convênio: GOVERNO DO ESTADO - Lei nº. 15694/2011, alterada pela Lei nº. 16520/2014 - Fundo para Reconstituição de B",Concorrência,"Obras e Serviços de Engenharia","MENOR PRECO GLOBAL",2017-04-28,HOMOLOGADO," "," "," ","contratos_db203c58-6934-4957-ba27-adbbfea3a2bf.csv",2017-04-27T09:00:00Z," ",2017-03-21,2017-04-27," ","despesas_3a07c693-dafd-4763-9f14-ee4b3cbaa2cc.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Concorrência,2017-04-27T08:00:00Z,"itensVencedores_e629c74e-3580-4fdd-8740-cb772a690578.csv","JORNAL_DIVULGACAO_MUNICIPAL",,," ","participantes_4e07bf7a-06bc-4743-9b3c-a35b357721fe.csv",NÃO," ",2017-04-27T08:45:00Z,"Lei 8666/1993, Art. 22, I"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",26,2017,26,2017,2017-03-22,"aquisição de materiais a serem utilizados na manutenção e recuperação de ruas pavimentadas com blocos de concreto(lajotas) e passeios públicos em Praças e Avenidas municipais e na confecção de tampas, caixas coletoras(boca de lobo) e meio fios",Convite,"Compras e Serviços","MENOR PRECO POR ITEM",2017-04-13,HOMOLOGADO," "," "," ","contratos_c2a48de6-7b59-455d-a768-1785a8d26379.csv",2017-04-04T11:00:00Z," ",2017-03-22,2017-04-04," ","despesas_92a5cc2b-1536-4b71-a4f1-bfd07baa8bae.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-04T08:00:00Z,"itensVencedores_25713c2b-2e7a-4b9f-8dca-451d908b7bca.csv",MURAL_PUBLICO,,," ","participantes_1ae10259-82c4-4a27-8b8f-1c50e6ec9a92.csv",NÃO," ",2017-04-04T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",28,2017,28,2017,2017-03-23,"contratação de serviços gráficos (Criação e Diagramação)no atendimento a Administração e Secretaria de Educação do município de Criciúma/SC",Convite,"Compras e Serviços","MENOR PRECO",2017-04-20,HOMOLOGADO," "," "," ","contratos_9b7f0851-bad0-4b2c-a225-463cb37fc82b.csv"," "," ",2017-03-23,," ","despesas_da5d1b00-4a09-4fb6-b8f4-11dc45bf2d8d.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite," ","itensVencedores_ecec8539-c209-4345-aaa0-1f9a019a0ac8.csv",INTERNET,,," ","participantes_7c2ca5c9-80d9-4d5b-b71f-cd1ad4a6e450.csv",NÃO," "," ","Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",30,2017,30,2017,2017-03-28,"Registro de preços de Concreto asfáltico usinado a quente-CAUQ, para aquisições futuras, no atendimento ao capeamento asfáltico da Rua Engº Fiuza da Rocha, localizada no Bairro Lote 06, no município de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2017-04-20,HOMOLOGADO," ","atasRegistroPrecos_56f820e7-be53-4b1a-be45-5438d67ee377.csv"," "," ",2017-04-10T10:01:00Z," ",2017-03-27,2017-04-10," ","despesas_38846a40-b371-4684-8de7-cb2d8d1fbb76.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2017-04-10T08:00:00Z,"itensVencedores_d721461f-bb68-4457-ae82-9376e30446b0.csv",INTERNET,,," ","participantes_9b5424c4-bae5-468b-abb3-ac711dfc516c.csv",SIM," ",2017-04-10T10:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",31,2017,31,2017,2017-03-28,"Registro de preços de produtos betuminosos, através de empresas do ramo pertinente, para aquisições futuras, no atendimento a manutenção e pavimentação de diversas ruas do Município de Criciúma /SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2017-04-11,HOMOLOGADO," ","atasRegistroPrecos_703f1b9a-431a-48b0-b818-4b791234ef21.csv"," "," ",2017-04-10T14:01:00Z," ",2017-03-27,2017-04-10," ","despesas_45e13d92-83f4-4a12-a3af-362fdee81b50.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2017-04-10T08:00:00Z,"itensVencedores_84e05471-3fe1-45a3-9d50-725b44ea4433.csv",INTERNET,,," ","participantes_429bc711-65e9-4e78-9a4f-38fc0757931c.csv",SIM," ",2017-04-10T14:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",35,2017,35,2017,2017-03-28,"REGISTRO DE PREÇOS DE CARGAS DE GÁS (GLP P-13 e P-45), E CASCOS PARA AQUISIÇÕES FUTURAS, NO ATENDIMENTO AO MUNICÍPIO, ESCOLAS DA REDE MUNICIPAL DE ENSINO, FUNDO MUNICIPAL DE SAÚDE,  FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL, FUNDAÇÃO MUNICIPAL DE ESPORTES, FUNDAÇÃO CULTURAL E FUNDAÇÃO DE MEIO AMBIENTE, DE CRICIÚMA/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO",2017-04-17,HOMOLOGADO," ","atasRegistroPrecos_9d5c364c-85b3-41f6-b0e0-576284169afe.csv"," "," ",2017-04-13T09:01:00Z," ",2017-03-27,2017-04-13," ","despesas_cd6ef1e4-35cb-4628-bd96-eb8a6c2730e3.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2017-04-13T08:00:00Z,"itensVencedores_c82ce23c-7df1-4a17-b858-993a137c340b.csv",INTERNET,,," ","participantes_7640cdd3-4783-434e-9af2-b235e3a59ed3.csv",SIM," ",2017-04-13T09:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",37,2017,37,2017,2017-03-29,"Contratação de empresa para realizar, por demanda, serviços de reforma e recuperação de bancos automotivos de veículos, máquinas e caminhões pertencentes a frota oficial do  município de Criciúma/SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-05-02,HOMOLOGADO," "," "," ","contratos_79e0274b-9f63-4085-a959-f4ef00e920fb.csv",2017-04-13T11:00:00Z," ",2017-03-28,2017-04-13," ","despesas_c6b8e6c7-776b-42b7-ab42-e6c22691cec5.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-13T08:00:00Z,"itensVencedores_d212ccb2-23f4-4e69-bbb6-87a54cdb3982.csv",MURAL_PUBLICO,,," ","participantes_4b2c7914-3f22-4132-860f-845670f68f6d.csv",NÃO," ",2017-04-13T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",38,2017,38,2017,2017-03-30,"Contratação de empresa para realizar, por demanda, serviços de  manutenção preventiva e corretiva das máquinas de corte de asfalto pertencentes ao patrimônio do  município de Criciúma/SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-05-10,HOMOLOGADO," "," "," ","contratos_3349591a-5ef8-4d3b-80bc-c82ac3506333.csv",2017-04-19T11:00:00Z," ",2017-03-27,2017-04-19," ","despesas_d18d16aa-f0e4-4836-8db0-6ca3dbb2ed82.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-19T08:00:00Z,"itensVencedores_929d2e59-7204-4de8-8623-48234075dc98.csv",MURAL_PUBLICO,,," ","participantes_98f19b17-7516-46c3-8585-9cf8c2a3a3da.csv",NÃO," ",2017-04-19T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",40,2017,40,2017,2017-03-30,"contratação de empresa do ramo pertinente para execução, de forma parcelada, de serviços especializados que consistem na reforma, manutenção e conserto de móveis para escritório de uso na administração municipal de Criciúma/SC",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-05-11,HOMOLOGADO," "," "," ","contratos_bd447cd5-f8d0-4a18-962f-52cd74e6f936.csv",2017-04-19T15:00:00Z," ",2017-03-30,2017-04-19," ","despesas_68de31a1-5a25-4c28-9b89-49de2787514a.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-19T08:00:00Z,"itensVencedores_d546573b-8d27-420c-bdb8-f094189c46a3.csv",MURAL_PUBLICO,,," ","participantes_e3995659-baa0-476a-85fa-eea7235950b6.csv",NÃO," ",2017-04-19T14:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",41,2017,41,2017,2017-03-30,"Contratação, através de empresas do ramo pertinente, para execução por demanda, de confecção e aplicação de adesivo vinil (plotagem) em impressão digital, películas e lonas para uso nos veículos, obras e prédios públicos do município de Criciúma.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-05-08,HOMOLOGADO," "," "," ","contratos_ddf64767-81d9-49d8-b6e2-25c1ea8f8c95.csv",2017-04-20T10:00:00Z," ",2017-03-30,2017-04-20," ","despesas_901915b0-8e40-409a-b835-4db55774759c.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-20T08:00:00Z,"itensVencedores_2c26c1cb-fbe5-4103-ba7d-1799ca4a4fb0.csv",MURAL_PUBLICO,,," ","participantes_e542daac-cd67-488b-aab1-5b2a535d57b0.csv",NÃO," ",2017-04-20T09:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",42,2017,42,2017,2017-04-03,"Contratação de serviço especializado em folha de pagamento da Prefeitura Municipal de Criciúma, parcelamento FGTS, Ajustes Formulas  Sistema, Ajustes Fiscais, Dirf, Rais, Sefip e Auditoria internadurante o exercício de 2017.",Convite,"Compras e Serviços","MENOR PREÇO POR HORA TRABALHADA",2017-05-26,HOMOLOGADO," "," "," ","contratos_cca6dfb9-92e5-4107-8068-cb0140ca34fe.csv",2017-04-17T15:00:00Z," ",2017-03-31,2017-04-17," ","despesas_987e07d2-e8d5-4c6e-809d-a3f3f7ba4bd7.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2017-04-17T08:00:00Z,"itensVencedores_4cbb1d78-2c1e-4f80-8c6c-52b62811cba3.csv",INTERNET,,," ","participantes_f09e427e-fa25-4fe9-bf01-7788202b3163.csv",NÃO," ",2017-04-17T14:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
